Time_sec,Temp_F
71.391,2.19941349
71.423,2.214076246
71.476,2.209188661
71.517,2.209188661
71.553,2.189638319
71.59,2.174975562
71.632,2.170087977
71.688,2.165200391
71.742,2.179863148
71.784,2.170087977
71.836,2.184750733
71.874,2.170087977
71.905,2.150537634
71.935,2.179863148
71.977,2.15542522
72.019,2.184750733
72.057,2.179863148
72.09,2.170087977
72.129,2.15542522
72.179,2.165200391
72.213,2.179863148
72.249,2.150537634
72.281,2.150537634
72.318,2.174975562
72.373,2.165200391
72.41,2.150537634
72.464,2.140762463
72.5,2.15542522
72.549,2.150537634
72.581,2.145650049
72.618,2.165200391
72.655,2.170087977
72.705,2.140762463
72.74,2.165200391
72.791,2.170087977
72.826,2.140762463
72.872,2.170087977
72.911,2.145650049
72.946,2.130987292
73.002,2.126099707
73.045,2.126099707
73.082,2.130987292
73.118,2.150537634
73.162,2.130987292
73.196,2.150537634
73.228,2.145650049
73.28,2.15542522
73.33,2.15542522
73.368,2.135874878
73.398,2.15542522
73.434,2.15542522
73.469,2.135874878
73.5,2.140762463
73.536,2.145650049
73.577,2.135874878
73.631,2.130987292
73.67,2.121212121
73.709,2.101661779
73.745,2.091886608
73.778,2.096774194
73.814,2.116324536
73.867,2.086999022
73.903,2.077223851
73.957,2.091886608
73.995,2.11143695
74.028,2.096774194
74.063,2.072336266
74.112,2.101661779
74.149,2.096774194
74.182,2.072336266
74.216,2.086999022
74.26,2.101661779
74.299,2.091886608
74.335,2.106549365
74.375,2.101661779
74.427,2.077223851
74.483,2.072336266
74.523,2.072336266
74.576,2.086999022
74.608,2.106549365
74.647,2.086999022
74.682,2.072336266
74.721,2.072336266
74.76,2.06744868
74.798,2.077223851
74.837,2.077223851
74.877,2.096774194
74.915,2.096774194
74.954,2.106549365
74.989,2.116324536
75.043,2.096774194
75.092,2.126099707
75.13,2.130987292
75.166,2.116324536
75.201,2.11143695
75.24,2.121212121
75.277,2.126099707
75.31,2.160312805
75.345,2.145650049
75.383,2.130987292
75.421,2.126099707
75.462,2.126099707
75.499,2.126099707
75.534,2.145650049
75.571,2.165200391
75.612,2.165200391
75.675,2.160312805
75.731,2.165200391
75.782,2.130987292
75.827,2.150537634
75.884,2.130987292
75.921,2.135874878
75.961,2.135874878
76,2.126099707
76.037,2.130987292
76.087,2.160312805
76.12,2.130987292
76.149,2.15542522
76.186,2.150537634
76.214,2.140762463
76.253,2.150537634
76.294,2.135874878
76.333,2.135874878
76.386,2.15542522
76.422,2.135874878
76.458,2.126099707
76.508,2.15542522
76.542,2.150537634
76.579,2.126099707
76.612,2.145650049
76.661,2.145650049
76.694,2.135874878
76.747,2.160312805
76.782,2.15542522
76.821,2.135874878
76.857,2.126099707
76.906,2.160312805
76.945,2.145650049
76.984,2.150537634
77.015,2.140762463
77.055,2.126099707
77.109,2.160312805
77.164,2.15542522
77.203,2.135874878
77.244,2.145650049
77.277,2.121212121
77.308,2.15542522
77.344,2.15542522
77.394,2.130987292
77.428,2.15542522
77.46,2.135874878
77.499,2.135874878
77.538,2.126099707
77.575,2.130987292
77.611,2.150537634
77.665,2.150537634
77.706,2.160312805
77.746,2.15542522
77.78,2.140762463
77.813,2.126099707
77.848,2.15542522
77.886,2.15542522
77.922,2.145650049
77.959,2.130987292
77.992,2.121212121
78.046,2.150537634
78.079,2.130987292
78.115,2.121212121
78.165,2.150537634
78.205,2.145650049
78.246,2.150537634
78.282,2.140762463
78.321,2.126099707
78.357,2.116324536
78.385,2.150537634
78.421,2.145650049
78.45,2.116324536
78.504,2.145650049
78.544,2.130987292
78.604,2.145650049
78.661,2.121212121
78.714,2.116324536
78.751,2.126099707
78.785,2.140762463
78.823,2.135874878
78.856,2.116324536
78.894,2.101661779
78.947,2.130987292
78.982,2.130987292
79.032,2.096774194
79.084,2.121212121
79.123,2.126099707
79.16,2.116324536
79.214,2.096774194
79.249,2.116324536
79.288,2.116324536
79.323,2.130987292
79.375,2.101661779
79.43,2.096774194
79.482,2.126099707
79.521,2.126099707
79.574,2.096774194
79.607,2.11143695
79.661,2.126099707
79.696,2.116324536
79.728,2.106549365
79.768,2.130987292
79.806,2.126099707
79.851,2.121212121
79.901,2.135874878
79.956,2.11143695
80.013,2.106549365
80.044,2.121212121
80.08,2.130987292
80.119,2.121212121
80.153,2.106549365
80.19,2.101661779
80.226,2.121212121
80.278,2.135874878
80.331,2.106549365
80.363,2.121212121
80.396,2.130987292
80.435,2.11143695
80.475,2.11143695
80.528,2.121212121
80.582,2.15542522
80.616,2.145650049
80.655,2.145650049
80.683,2.170087977
80.72,2.179863148
80.747,2.15542522
80.785,2.170087977
80.819,2.194525904
80.854,2.174975562
80.891,2.165200391
80.929,2.165200391
80.957,2.194525904
80.995,2.170087977
81.024,2.184750733
81.06,2.189638319
81.11,2.150537634
81.147,2.174975562
81.203,2.179863148
81.244,2.179863148
81.294,2.174975562
81.344,2.165200391
81.401,2.174975562
81.435,2.145650049
81.472,2.145650049
81.51,2.140762463
81.561,2.174975562
81.597,2.170087977
81.636,2.170087977
81.691,2.140762463
81.728,2.145650049
81.764,2.140762463
81.802,2.170087977
81.856,2.165200391
81.893,2.145650049
81.93,2.140762463
81.964,2.150537634
82.003,2.160312805
82.038,2.174975562
82.074,2.15542522
82.124,2.145650049
82.163,2.165200391
82.21,2.140762463
82.248,2.130987292
82.285,2.135874878
82.325,2.160312805
82.362,2.150537634
82.4,2.165200391
82.435,2.165200391
82.492,2.145650049
82.547,2.135874878
82.587,2.130987292
82.641,2.160312805
82.694,2.15542522
82.731,2.150537634
82.773,2.160312805
82.805,2.135874878
82.858,2.170087977
82.913,2.15542522
82.964,2.135874878
83.001,2.160312805
83.038,2.170087977
83.074,2.165200391
83.107,2.140762463
83.145,2.135874878
83.183,2.15542522
83.222,2.145650049
83.253,2.165200391
83.293,2.150537634
83.325,2.126099707
83.365,2.126099707
83.4,2.145650049
83.445,2.126099707
83.486,2.126099707
83.527,2.121212121
83.579,2.145650049
83.615,2.160312805
83.652,2.15542522
83.694,2.150537634
83.747,2.130987292
83.782,2.126099707
83.819,2.150537634
83.873,2.160312805
83.912,2.150537634
83.952,2.160312805
84.01,2.15542522
84.053,2.140762463
84.107,2.135874878
84.164,2.126099707
84.202,2.130987292
84.238,2.150537634
84.276,2.15542522
84.329,2.130987292
84.369,2.135874878
84.405,2.126099707
84.44,2.130987292
84.475,2.145650049
84.513,2.15542522
84.548,2.145650049
84.588,2.121212121
84.629,2.130987292
84.668,2.135874878
84.71,2.135874878
84.762,2.121212121
84.798,2.135874878
84.837,2.130987292
84.876,2.130987292
84.912,2.140762463
84.95,2.130987292
84.988,2.121212121
85.029,2.126099707
85.065,2.106549365
85.101,2.106549365
85.159,2.106549365
85.201,2.091886608
85.238,2.106549365
85.294,2.116324536
85.348,2.116324536
85.385,2.101661779
85.427,2.116324536
85.463,2.096774194
85.504,2.096774194
85.548,2.11143695
85.606,2.130987292
85.644,2.126099707
85.682,2.140762463
85.721,2.126099707
85.773,2.15542522
85.812,2.160312805
85.864,2.130987292
85.897,2.140762463
85.94,2.135874878
85.979,2.135874878
86.012,2.165200391
86.044,2.150537634
86.073,2.15542522
86.114,2.160312805
86.143,2.135874878
86.171,2.160312805
86.213,2.160312805
86.269,2.165200391
86.308,2.150537634
86.348,2.160312805
86.385,2.15542522
86.421,2.135874878
86.462,2.135874878
86.498,2.135874878
86.532,2.165200391
86.584,2.160312805
86.62,2.140762463
86.659,2.135874878
86.701,2.130987292
86.74,2.130987292
86.778,2.130987292
86.816,2.150537634
86.856,2.135874878
86.913,2.165200391
86.954,2.15542522
86.99,2.170087977
87.023,2.15542522
87.062,2.140762463
87.1,2.135874878
87.138,2.130987292
87.179,2.130987292
87.208,2.165200391
87.241,2.140762463
87.283,2.135874878
87.319,2.126099707
87.355,2.135874878
87.388,2.160312805
87.445,2.150537634
87.503,2.130987292
87.535,2.130987292
87.571,2.15542522
87.609,2.165200391
87.641,2.150537634
87.68,2.126099707
87.717,2.130987292
87.746,2.15542522
87.785,2.15542522
87.823,2.145650049
87.859,2.126099707
87.892,2.135874878
87.929,2.160312805
87.966,2.15542522
87.999,2.130987292
88.052,2.150537634
88.097,2.126099707
88.14,2.135874878
88.197,2.126099707
88.255,2.145650049
88.316,2.140762463
88.366,2.145650049
88.415,2.140762463
88.457,2.126099707
88.515,2.130987292
88.571,2.130987292
88.615,2.135874878
88.658,2.126099707
88.699,2.126099707
88.741,2.130987292
88.794,2.121212121
88.848,2.160312805
88.888,2.150537634
88.931,2.15542522
88.985,2.160312805
89.041,2.160312805
89.082,2.135874878
89.121,2.150537634
89.158,2.130987292
89.209,2.145650049
89.247,2.160312805
89.3,2.140762463
89.333,2.121212121
89.376,2.121212121
89.434,2.121212121
89.474,2.116324536
89.531,2.126099707
89.588,2.135874878
89.623,2.140762463
89.657,2.126099707
89.695,2.11143695
89.735,2.11143695
89.772,2.116324536
89.813,2.116324536
89.85,2.130987292
89.883,2.150537634
89.919,2.135874878
89.957,2.11143695
89.994,2.11143695
90.046,2.140762463
90.079,2.140762463
90.117,2.116324536
90.153,2.116324536
90.188,2.135874878
90.224,2.160312805
90.263,2.160312805
90.302,2.145650049
90.354,2.130987292
90.391,2.140762463
90.431,2.135874878
90.462,2.160312805
90.498,2.150537634
90.538,2.150537634
90.573,2.145650049
90.607,2.15542522
90.64,2.184750733
90.695,2.15542522
90.731,2.150537634
90.771,2.150537634
90.814,2.145650049
90.874,2.140762463
90.931,2.140762463
90.99,2.15542522
91.045,2.170087977
91.085,2.174975562
91.14,2.170087977
91.177,2.15542522
91.214,2.140762463
91.255,2.140762463
91.294,2.140762463
91.346,2.165200391
91.403,2.170087977
91.438,2.170087977
91.474,2.140762463
91.515,2.135874878
91.557,2.150537634
91.589,2.135874878
91.622,2.15542522
91.654,2.160312805
91.693,2.130987292
91.741,2.15542522
91.796,2.145650049
91.829,2.130987292
91.861,2.160312805
91.897,2.15542522
91.935,2.145650049
91.971,2.130987292
92.01,2.135874878
92.064,2.145650049
92.097,2.160312805
92.134,2.150537634
92.19,2.121212121
92.224,2.130987292
92.277,2.150537634
92.32,2.15542522
92.358,2.15542522
92.401,2.145650049
92.439,2.15542522
92.481,2.160312805
92.513,2.126099707
92.552,2.135874878
92.59,2.130987292
92.628,2.126099707
92.666,2.130987292
92.697,2.150537634
92.729,2.121212121
92.769,2.116324536
92.827,2.121212121
92.883,2.126099707
92.922,2.135874878
92.958,2.145650049
93.013,2.116324536
93.039,2.126099707
93.096,2.130987292
93.129,2.101661779
93.171,2.091886608
93.225,2.086999022
93.277,2.121212121
93.315,2.11143695
93.366,2.086999022
93.418,2.121212121
93.455,2.101661779
93.508,2.077223851
93.549,2.072336266
93.585,2.072336266
93.622,2.086999022
93.662,2.077223851
93.7,2.106549365
93.735,2.11143695
93.776,2.101661779
93.81,2.096774194
93.851,2.091886608
93.888,2.077223851
93.926,2.077223851
93.961,2.086999022
93.998,2.116324536
94.051,2.130987292
94.106,2.130987292
94.146,2.135874878
94.182,2.150537634
94.232,2.174975562
94.281,2.145650049
94.322,2.150537634
94.364,2.145650049
94.419,2.165200391
94.474,2.179863148
94.51,2.179863148
94.546,2.165200391
94.579,2.160312805
94.618,2.184750733
94.658,2.179863148
94.696,2.184750733
94.726,2.170087977
94.765,2.150537634
94.805,2.150537634
94.841,2.15542522
94.882,2.165200391
94.923,2.145650049
94.979,2.160312805
95.015,2.170087977
95.047,2.145650049
95.1,2.145650049
95.131,2.170087977
95.172,2.170087977
95.228,2.165200391
95.263,2.145650049
95.301,2.140762463
95.359,2.15542522
95.39,2.174975562
95.444,2.140762463
95.483,2.140762463
95.526,2.150537634
95.566,2.150537634
95.616,2.160312805
95.654,2.174975562
95.688,2.174975562
95.728,2.160312805
95.766,2.160312805
95.805,2.150537634
95.842,2.145650049
95.878,2.160312805
95.916,2.174975562
95.951,2.179863148
95.987,2.165200391
96.028,2.15542522
96.066,2.160312805
96.111,2.165200391
96.157,2.140762463
96.194,2.160312805
96.254,2.165200391
96.315,2.165200391
96.37,2.165200391
96.413,2.165200391
96.459,2.135874878
96.5,2.135874878
96.538,2.135874878
96.577,2.150537634
96.616,2.160312805
96.654,2.165200391
96.693,2.165200391
96.735,2.145650049
96.763,2.135874878
96.8,2.130987292
96.837,2.140762463
96.872,2.160312805
96.905,2.165200391
96.939,2.130987292
96.98,2.135874878
97.017,2.140762463
97.054,2.15542522
97.086,2.165200391
97.123,2.140762463
97.161,2.126099707
97.197,2.130987292
97.23,2.15542522
97.266,2.160312805
97.315,2.130987292
97.348,2.160312805
97.381,2.140762463
97.415,2.135874878
97.445,2.150537634
97.486,2.15542522
97.529,2.165200391
97.581,2.150537634
97.644,2.15542522
97.702,2.145650049
97.758,2.135874878
97.811,2.165200391
97.849,2.170087977
97.886,2.174975562
97.935,2.170087977
97.988,2.174975562
98.025,2.160312805
98.066,2.170087977
98.102,2.15542522
98.134,2.135874878
98.163,2.165200391
98.196,2.135874878
98.233,2.15542522
98.288,2.165200391
98.324,2.170087977
98.378,2.130987292
98.414,2.145650049
98.463,2.165200391
98.496,2.135874878
98.535,2.160312805
98.583,2.160312805
98.62,2.145650049
98.67,2.145650049
98.702,2.145650049
98.737,2.130987292
98.776,2.126099707
98.814,2.130987292
98.865,2.160312805
98.905,2.160312805
98.944,2.150537634
98.984,2.150537634
99.015,2.121212121
99.052,2.126099707
99.084,2.150537634
99.124,2.15542522
99.158,2.140762463
99.196,2.121212121
99.228,2.135874878
99.265,2.15542522
99.297,2.140762463
99.336,2.121212121
99.373,2.126099707
99.413,2.126099707
99.449,2.145650049
99.487,2.150537634
99.543,2.15542522
99.576,2.135874878
99.611,2.126099707
99.652,2.135874878
99.688,2.150537634
99.724,2.15542522
99.762,2.145650049
99.797,2.126099707
99.839,2.135874878
99.875,2.121212121
99.914,2.116324536
99.951,2.126099707
99.985,2.145650049
100.017,2.121212121
100.056,2.126099707
100.091,2.126099707
100.133,2.140762463
100.182,2.160312805
100.213,2.130987292
100.253,2.126099707
100.293,2.126099707
100.333,2.145650049
100.384,2.15542522
100.439,2.150537634
100.497,2.135874878
100.531,2.130987292
100.58,2.150537634
100.633,2.135874878
100.682,2.179863148
100.719,2.170087977
100.757,2.170087977
100.788,2.174975562
100.822,2.194525904
100.855,2.174975562
100.886,2.170087977
100.924,2.189638319
100.956,2.179863148
100.996,2.150537634
101.036,2.160312805
101.071,2.145650049
101.113,2.145650049
101.15,2.150537634
101.191,2.150537634
101.229,2.165200391
101.268,2.165200391
101.301,2.179863148
101.338,2.165200391
101.375,2.145650049
101.405,2.165200391
101.439,2.170087977
101.479,2.160312805
101.531,2.135874878
101.593,2.135874878
101.651,2.145650049
101.689,2.140762463
101.729,2.145650049
101.768,2.145650049
101.81,2.140762463
101.842,2.170087977
101.88,2.174975562
101.918,2.165200391
101.952,2.150537634
101.99,2.140762463
102.027,2.145650049
102.074,2.160312805
102.113,2.135874878
102.152,2.145650049
102.19,2.140762463
102.219,2.170087977
102.254,2.145650049
102.294,2.135874878
102.332,2.150537634
102.381,2.165200391
102.415,2.15542522
102.448,2.130987292
102.485,2.150537634
102.52,2.160312805
102.561,2.15542522
102.595,2.15542522
102.628,2.130987292
102.664,2.160312805
102.702,2.170087977
102.739,2.170087977
102.774,2.15542522
102.813,2.160312805
102.841,2.184750733
102.867,2.170087977
102.908,2.189638319
102.943,2.194525904
103,2.228739003
